repo_name,file_path,method_name,start_line,end_line,cc,lloc,difficulty,smell_label,coverage_percent,coverage_bucket,risk_category,recommendations
jinja2,src/jinja2/idtracking.py,declare_parameter,112,114,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/async_utils.py,decorator,13,51,1,25,0.6666666666666666,LOW,58.97,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,deep_iterable,394,408,2,5,0.0,LOW,26.67,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,deep_mapping,434,447,1,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,default,2893,2908,3,6,0.5,LOW,31.25,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/converters.py,default_if_none,54,102,8,24,2.7,LOW,44.9,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/converters.py,default_if_none_converter,96,100,8,4,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/converters.py,default_if_none_converter,88,92,8,4,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_next_gen.py,define,24,153,2,26,2.333333333333333,HIGH,17.69,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,depth,450,452,2,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,derive_context,768,769,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,derive_key,173,204,4,18,3.090909090909091,LOW,46.88,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,derived,305,315,3,6,0.0,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,describe_token,183,188,2,5,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,describe_token_expr,191,201,3,9,1.0,LOW,63.64,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,disable_buffering,1626,1629,4,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,disabled,74,88,1,7,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_attr,1387,1414,7,18,0.5,LOW,35.71,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_batch,1084,1118,6,13,4.083333333333333,LOW,31.43,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_capitalize,306,310,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_center,620,622,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_default,519,549,4,5,1.5,LOW,12.9,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_dictsort,329,367,3,14,1.25,LOW,28.21,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_filesizeformat,677,707,14,15,6.0,LOW,35.48,MEDIUM,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/filters.py,do_float,980,988,2,6,0.0,LOW,55.56,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_forceescape,136,141,2,5,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_format,991,1016,4,5,2.25,LOW,11.54,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_indent,798,843,8,21,1.5555555555555556,LOW,39.13,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_int,958,977,4,11,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_next_gen.py,do_it,89,113,2,2,0.0,LOW,8.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_items,221,248,3,7,0.5,LOW,17.86,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_last,647,662,2,6,0.0,LOW,18.75,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_lower,216,218,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_map,1486,1493,1,2,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_map,1497,1504,1,2,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_mark_safe,1346,1350,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_mark_unsafe,1353,1355,1,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_max,500,516,1,3,0.0,LOW,11.76,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_min,480,496,1,3,0.0,LOW,11.76,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_pprint,710,712,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_random,669,674,2,6,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_replace,176,208,6,11,2.5,LOW,24.24,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_reverse,1368,1383,4,14,0.5,LOW,31.25,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_reverse,1359,1360,1,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_reverse,1364,1365,1,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_round,1121,1158,3,8,3.333333333333333,LOW,15.79,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_sort,371,423,2,4,0.5,LOW,5.66,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_striptags,1024,1029,2,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_title,316,326,3,4,0.5,LOW,18.18,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_tojson,1677,1702,2,9,0.5,LOW,23.08,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_trim,1019,1021,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_truncate,847,891,6,14,3.75,LOW,24.44,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_unique,427,456,4,9,1.0,LOW,26.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_upper,211,213,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_urlencode,144,172,5,10,1.0,LOW,24.14,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_urlize,719,795,11,19,1.4,LOW,19.48,LOW,Low Value,Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/filters.py,do_wordcount,953,955,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,do_wordwrap,895,947,3,6,0.5,LOW,9.43,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,do_xmlattr,255,303,8,15,3.125,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/serializer.py,dump,215,219,3,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,dump,1589,1624,4,21,2.0,LOW,36.11,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,dump,250,277,5,27,0.5,LOW,3.57,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,dump_bytecode,395,406,4,11,1.5,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,dump_bytecode,277,313,5,21,0.0,LOW,24.32,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/bccache.py,dump_bytecode,137,142,2,3,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,dump_local_context,713,718,4,3,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,dump_param_targets,160,171,4,10,1.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/url_safe.py,dump_payload,52,66,5,11,1.5,LOW,73.33,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,dump_payload,164,169,3,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,dump_stores,147,158,4,11,1.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/serializer.py,dumps,202,213,3,7,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/_json.py,dumps,13,16,2,4,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,enable_buffering,1650,1656,4,6,0.5,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,end_write,429,432,4,4,0.5,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,ensure,872,874,5,3,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/meta.py,enter_frame,24,30,3,6,1.5,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,enter_frame,581,595,4,15,0.8,LOW,86.67,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,eos,344,346,2,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_funcs.py,evolve,363,419,7,26,1.0,LOW,42.11,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,evolve,2691,2706,3,5,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/filters.py,exclude,45,66,1,6,1.5,LOW,22.73,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/filters.py,exclude_,59,64,1,2,1.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,expect,401,423,2,8,1.0,LOW,26.09,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,extend,375,382,4,5,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,extract_from_ast,654,730,15,30,3.4,HIGH,20.78,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
jinja2,src/jinja2/runtime.py,f_all,136,137,1,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,fail,380,382,4,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,fail,74,86,5,5,0.5,LOW,30.77,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,fail_eof,137,146,5,6,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,fail_unknown_tag,128,135,5,3,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/debug.py,fake_traceback,76,147,7,26,3.5,HIGH,26.39,LOW,Hidden Risk,Write tests immediately before modifying this code; Increase coverage by adding input boundary tests
attrs,src/attr/_next_gen.py,field,160,201,1,3,0.0,LOW,4.76,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/_make.py,fields,2018,2057,6,16,3.6666666666666665,LOW,37.5,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,fields_dict,2060,2082,4,11,1.0,LOW,39.13,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,filter_func,922,923,4,2,1.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,docs/examples/inline_gettext_extension.py,filter_stream,22,72,16,44,6.157894736842105,HIGH,0.0,ZERO,Hidden Risk,Write tests immediately before modifying this code; Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility
jinja2,src/jinja2/ext.py,filter_stream,107,115,2,3,0.0,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,finalize,1417,1418,4,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,finalize,1409,1410,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,find,184,191,5,5,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,find_all,193,202,5,6,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,find_backwards,748,762,5,13,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,find_comments,764,770,5,7,2.25,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,find_load,59,66,4,6,1.0,LOW,62.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,find_ref,68,75,4,6,1.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/meta.py,find_referenced_templates,61,111,12,26,1.0,LOW,27.45,LOW,Low Value,Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/idtracking.py,find_symbols,12,19,2,6,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,find_undeclared,142,154,3,9,0.0,LOW,61.54,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/meta.py,find_undeclared_variables,33,54,1,5,0.0,LOW,18.18,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,first,476,478,2,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,flush_data,991,995,5,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,fmt_setter,2282,2286,46,4,0.0,LOW,80.0,HIGH,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
attrs,src/attr/_make.py,fmt_setter_with_converter,2288,2300,46,4,1.0,LOW,30.77,MEDIUM,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/sandbox.py,format_string,348,375,4,15,3.5,LOW,35.71,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,free_identifier,158,163,5,6,0.5,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,from_code,1211,1225,3,8,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,from_counting_attr,2661,2688,3,9,2.25,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,from_module_dict,1228,1239,3,3,0.0,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,from_obj,82,86,3,4,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,from_string,1086,1105,4,5,1.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,from_untrusted,589,603,3,6,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/setters.py,frozen,30,36,1,3,0.0,LOW,28.57,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,func,1325,1326,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,func,1725,1728,5,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,func,1758,1759,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,func,608,609,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,ge,492,501,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,generate,101,122,3,9,1.0,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,generate,1332,1354,3,13,0.0,LOW,47.83,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,generate_lorem_ipsum,342,394,12,39,4.0588235294117645,HIGH,67.92,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/visitor.py,generic_visit,61,81,7,22,1.25,LOW,76.19,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/visitor.py,generic_visit,44,47,3,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/optimizer.py,generic_visit,30,47,4,8,0.0,LOW,44.44,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,generic_visit,228,229,3,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,get,26,27,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/utils.py,get,463,468,2,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,get,198,208,3,6,0.0,LOW,45.45,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,get_all,249,258,3,7,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,get_bucket,165,179,2,7,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,get_cache_key,150,159,2,6,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,scripts/generate_identifier_pattern.py,get_characters,7,23,4,6,1.5,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,get_context_ref,759,760,4,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,get_corresponding_lineno,1480,1487,3,6,0.5,LOW,62.5,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,get_disabled,61,70,1,3,0.5,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/nodes.py,get_eval_context,92,100,3,6,0.6666666666666666,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,get_exported,245,247,3,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,get_field,414,424,3,9,0.0,LOW,63.64,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_compat.py,get_first_param_type,42,53,4,8,1.5,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_compat.py,get_generic_base,83,87,2,5,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,get_lexer,426,447,2,7,0.5,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,get_loader,494,500,3,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_module_filename,632,633,3,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,get_or_select_template,1067,1084,4,7,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,get_resolve_func,762,766,4,5,1.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_compat.py,get_return_type,55,65,4,5,1.0,LOW,36.36,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_config.py,get_run_validators,23,31,1,3,0.0,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/signer.py,get_signature,37,38,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,get_signature,55,57,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,get_signature,206,211,4,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,get_signature,21,23,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_source,74,98,4,5,0.5,LOW,4.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,get_source,330,366,9,19,2.0,LOW,37.84,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_source,553,561,3,7,0.0,LOW,11.11,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,get_source,502,511,3,6,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_source,191,218,6,17,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_source,459,470,3,7,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,get_source,416,422,2,6,1.0,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,get_source_checksum,161,163,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,get_spontaneous_environment,67,77,1,5,0.0,LOW,36.36,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,get_template,976,1010,4,7,0.5,LOW,17.14,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/loaders.py,get_template_key,628,629,3,2,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/debug.py,get_template_locals,150,191,9,28,3.6,LOW,45.24,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,get_timestamp,33,37,4,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/visitor.py,get_visitor,28,33,3,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,getattr,321,336,4,14,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,getattr,480,491,4,10,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,getbool,823,824,11,2,0.5,LOW,100.0,HIGH,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/sandbox.py,getitem,298,319,4,20,0.0,LOW,13.64,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,getitem,461,478,4,16,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,gettext,172,179,1,5,0.5,LOW,62.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/ext.py,gettext,26,27,2,2,0.0,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,gt,504,513,1,3,0.0,LOW,20.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/environment.py,handle_exception,930,936,4,4,0.0,LOW,42.86,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_funcs.py,has,301,322,4,12,1.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,has_safe_repr,125,139,10,11,2.2666666666666666,LOW,66.67,MEDIUM,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/utils.py,htmlsafe_json_dumps,626,663,2,5,0.5,LOW,10.53,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/runtime.py,identity,68,72,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,ignore_case,46,52,2,5,0.0,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,import_string,131,152,5,13,1.25,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/validators.py,in_,306,325,1,3,0.0,LOW,10.0,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/filters.py,include,21,42,1,6,1.0,LOW,22.73,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/filters.py,include_,35,40,1,2,1.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,indent,414,416,4,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,index,455,457,2,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,inner,226,230,2,5,0.5,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,inner_visit,256,263,2,6,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/sandbox.py,inspect_format_method,83,94,4,7,1.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/validators.py,instance_of,117,130,1,3,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/encoding.py,int_to_bytes,49,50,1,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,internalcode,89,92,1,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/async_utils.py,is_async,24,25,1,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/async_utils.py,is_async,19,20,1,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
